,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
8240,2017,1.0459768347,FP.CPI.TOTL.ZG,SMR,San Marino,Europe & Central Asia,High income,Not classified
8241,2006,23.0770373451,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8242,2007,18.5485136326,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8243,2008,31.9901039493,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8244,2009,16.9574758026,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8245,2010,13.3400523538,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8246,2011,14.3271667617,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8247,2012,10.6379353432,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8248,2013,8.1058327088,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8249,2014,6.9984994397,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8250,2015,5.2501708635,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8251,2016,5.4327109582,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8252,2017,5.6950887858,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8253,2018,7.8570643133,FP.CPI.TOTL.ZG,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
8254,2006,2.2090240787,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8255,2007,4.1678233012,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8256,2008,9.8702479128,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8257,2009,5.0572231469,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8258,2010,5.3394168064,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8259,2011,5.8262160884,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8260,2012,2.8662688749000003,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8261,2013,3.5325247069,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8262,2014,2.2362903154,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8263,2015,1.2060732215,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8264,2016,2.0688403605,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8265,2017,-0.8381945797,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8266,2018,2.4581415801,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8267,2019,-2.0933333333,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8268,2020,3.4454582596,FP.CPI.TOTL.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
8269,2006,2.1122858388,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8270,2007,5.8533042847,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8271,2008,7.3472023658,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8272,2009,-2.2480214786,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8273,2010,1.2286811967,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8274,2011,3.4032282979,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8275,2012,1.4182287118,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8276,2013,0.7102454867,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8277,2014,-1.0902550745,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8278,2015,0.1352119336,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8279,2016,0.8372849426000001,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8280,2017,1.3181531485,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8281,2018,0.4609856425,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8282,2019,1.758565176,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8283,2020,2.5474346457,FP.CPI.TOTL.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
8284,2006,11.7240229981,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8285,2007,6.3917064439,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8286,2008,12.4109867752,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8287,2009,8.1169509224,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8288,2010,6.1425536025,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8289,2011,11.1373976342,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8290,2012,7.330385896,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8291,2013,7.694263629,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8292,2014,2.0824479388,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8293,2015,1.39235822,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8294,2016,1.1223139742,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8295,2017,3.1310624859,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8296,2018,1.9598407629,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8297,2019,1.8492298451,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8298,2020,1.5755329007999999,FP.CPI.TOTL.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
8299,2006,-0.3534654987,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8300,2007,5.3206002729,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8301,2008,36.9647582875,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8302,2009,31.7544407744,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8303,2010,-2.4046387511000002,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8304,2011,2.5592677223,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8305,2012,7.1103706233,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8306,2013,4.3389384833,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8307,2014,1.3858345458,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8308,2015,4.0419441073,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8309,2016,-1.015481917,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8310,2017,2.8567957557,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8311,2018,3.7029183911,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8312,2019,2.0747643649,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8313,2020,8.2768581144,FP.CPI.TOTL.ZG,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
8314,2007,11.6499744518,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8315,2008,8.2046149268,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8316,2009,7.4691666667,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8317,2010,7.1935361305,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8318,2011,6.7881944444,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8319,2012,6.5883596163,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8320,2013,5.5182713696,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8321,2014,4.6454620467000005,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8322,2015,6.6936792789,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8323,2016,10.8832858622,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8324,2017,18.2198091958,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8325,2018,16.0327898536,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8326,2019,14.8030585682,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8327,2020,13.4469773031,FP.CPI.TOTL.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
8328,2006,0.9629017782,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8329,2007,2.1048800363,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8330,2008,6.6277817735,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8331,2009,0.5967202574,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8332,2010,2.8236613489,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8333,2011,5.2477933984,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8334,2012,4.5756027038,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8335,2013,2.358604154,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8336,2014,1.0251480304,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8337,2015,-0.5226181671,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8338,2016,-0.5322687397,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8339,2017,0.5762603102,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8340,2018,0.43862011840000004,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8341,2019,0.5652605688,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8342,2020,-0.1819166667,FP.CPI.TOTL.ZG,SGP,Singapore,East Asia & Pacific,High income,Not classified
8343,2006,0.3006012024,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8344,2007,4.4324575425,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8345,2008,-0.4179290201,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8346,2009,5.9576368876,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8347,2010,1.3385762167,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8348,2011,4.5847543565,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8349,2012,4.0151842108,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8350,2013,2.5286478854,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8351,2014,1.8867546628,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8352,2015,0.3300271651,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8353,2016,0.11168265570000001,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8354,2017,2.1920101096,FP.CPI.TOTL.ZG,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
8355,2006,4.4833312045,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8356,2007,2.7567237164,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8357,2008,4.5981797633,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8358,2009,1.6151046406,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8359,2010,0.957018133,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8360,2011,3.9192859915,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8361,2012,3.6061026352,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8362,2013,1.4004736896,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8363,2014,-0.0761653295,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8364,2015,-0.3252197774,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8365,2016,-0.5200101963,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8366,2017,1.3119458822,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8367,2018,2.5140371288,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8368,2019,2.6645613343,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8369,2020,1.9369412669,FP.CPI.TOTL.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
8370,2006,2.457924442,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8371,2007,3.6574956328,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8372,2008,5.6474238057,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8373,2009,0.8392622468000001,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8374,2010,1.8011702214,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8375,2011,1.8028517194,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8376,2012,2.5974138604,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8377,2013,1.7692008588,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8378,2014,0.1993438266,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8379,2015,-0.5255522858,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8380,2016,-0.0549995417,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8381,2017,1.4291074332,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8382,2018,1.7386086199,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8383,2019,1.6305226075,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8384,2020,-0.0548568158,FP.CPI.TOTL.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
8385,2006,11.2199870214,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8386,2007,7.6660201348,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8387,2008,17.3200651969,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8388,2009,7.0927171688,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8389,2010,1.0514816332,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8390,2011,7.3427070602,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8391,2012,5.9120060249,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8392,2013,5.3913638859,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8393,2014,5.1659023793,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8394,2015,-0.5744692864000001,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8395,2016,0.5124856263,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8396,2017,0.4886867603,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8397,2018,3.4614748497,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8398,2019,1.6348554401,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8399,2020,2.9635499208000002,FP.CPI.TOTL.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
8400,2006,3.2439016745,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8401,2007,6.1778120697,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8402,2008,10.0552820285,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8403,2009,7.264562145,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8404,2010,4.063538973,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8405,2011,5.0171577328,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8406,2012,5.723943662,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8407,2013,5.7764041351,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8408,2014,6.1360201511,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8409,2015,4.509208278,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8410,2016,6.5946044146,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8411,2017,5.1810822326,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8412,2018,4.5045774933,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8413,2019,4.1243507249,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8414,2020,3.2238850421,FP.CPI.TOTL.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
8415,2009,5.0062736153,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8416,2010,1.169621803,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8417,2011,46.8521757194,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8418,2012,45.5258978372,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8419,2013,-0.0580909784,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8420,2014,1.674299063,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8421,2015,52.7663304192,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8422,2016,379.999585624,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8423,2017,187.8516302794,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8424,2018,83.5015294922,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8425,2019,87.24136415,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8426,2020,29.675843553900002,FP.CPI.TOTL.ZG,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
8427,2006,3.5153749113,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8428,2007,2.7870304731,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8429,2008,4.0756607637,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8430,2009,-0.287996835,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8431,2010,1.7998813304999999,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8432,2011,3.1961464122,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8433,2012,2.4460001854,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8434,2013,1.4085462924,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8435,2014,-0.1508703135,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8436,2015,-0.5004613214,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8437,2016,-0.2026717408,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8438,2017,1.9560833333,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8439,2018,1.6750676149000001,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8440,2019,0.6995362417000001,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8441,2020,-0.32267103280000003,FP.CPI.TOTL.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
8442,2006,10.0201836057,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8443,2007,15.8421114925,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8444,2008,22.56449553,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8445,2009,3.4649632211,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8446,2010,6.217648893,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8447,2011,6.7167684359,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8448,2012,7.5429137324,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8449,2013,6.9084503483,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8450,2014,3.1790022824,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8451,2015,3.7683678306,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8452,2016,3.9588884659,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8453,2017,7.7041376785,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8454,2018,2.1350377371,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8455,2019,3.5283935823,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8456,2020,6.1539450839,FP.CPI.TOTL.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
8457,2006,8.4874857585,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8458,2007,4.4808860861,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8459,2008,5.3002967507,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8460,2009,2.0579370904,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8461,2010,0.8508786498,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8462,2011,5.8351651957,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8463,2012,0.8160892816,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8464,2013,1.10698554,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8465,2014,0.2478653924,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8466,2015,-2.3018756305,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8467,2016,-0.6870371233,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
8468,2017,0.6949167116,FP.CPI.TOTL.ZG,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
